district,date,month,visitors,year
Siddipet,2017-09-01,September,107146,2017
Siddipet,2019-09-01,September,122550,2019
Suryapet,2016-04-01,April,0,2016
Suryapet,2017-04-01,April,0,2017
Suryapet,2018-04-01,April,0,2018
Suryapet,2019-04-01,April,0,2019
Suryapet,2016-08-01,August,0,2016
Suryapet,2017-08-01,August,0,2017
Suryapet,2018-08-01,August,0,2018
Suryapet,2019-08-01,August,0,2019
Suryapet,2016-12-01,December,0,2016
Suryapet,2017-12-01,December,0,2017
Suryapet,2018-12-01,December,0,2018
Suryapet,2019-12-01,December,0,2019
Suryapet,2016-02-01,February,0,2016
Suryapet,2017-02-01,February,0,2017
Suryapet,2018-02-01,February,0,2018
Suryapet,2019-02-01,February,0,2019
Suryapet,2016-01-01,January,0,2016
Suryapet,2017-01-01,January,0,2017
Suryapet,2018-01-01,January,0,2018
Suryapet,2019-01-01,January,0,2019
Suryapet,2016-07-01,July,0,2016
Suryapet,2017-07-01,July,0,2017
Suryapet,2018-07-01,July,0,2018
Suryapet,2019-07-01,July,0,2019
Suryapet,2016-06-01,June,0,2016
Suryapet,2017-06-01,June,0,2017
Suryapet,2018-06-01,June,0,2018
Suryapet,2019-06-01,June,0,2019
Suryapet,2016-03-01,March,0,2016
Suryapet,2017-03-01,March,0,2017
Suryapet,2018-03-01,March,0,2018
Suryapet,2019-03-01,March,0,2019
Suryapet,2016-05-01,May,0,2016
Suryapet,2017-05-01,May,0,2017
Suryapet,2018-05-01,May,0,2018
Suryapet,2019-05-01,May,0,2019
Suryapet,2016-11-01,November,0,2016
Suryapet,2017-11-01,November,0,2017
Suryapet,2018-11-01,November,0,2018
Suryapet,2019-11-01,November,0,2019
Suryapet,2016-10-01,October,0,2016
Suryapet,2017-10-01,October,0,2017
Suryapet,2018-10-01,October,0,2018
Suryapet,2019-10-01,October,0,2019
Suryapet,2016-09-01,September,0,2016
Suryapet,2017-09-01,September,0,2017
Suryapet,2018-09-01,September,0,2018
Suryapet,2019-09-01,September,0,2019
Vikarabad,2016-04-01,April,0,2016
Vikarabad,2017-04-01,April,0,2017
Vikarabad,2018-04-01,April,0,2018
Vikarabad,2019-04-01,April,0,2019
Vikarabad,2016-08-01,August,0,2016
Vikarabad,2017-08-01,August,0,2017
Vikarabad,2018-08-01,August,0,2018
Vikarabad,2019-08-01,August,0,2019
Vikarabad,2016-12-01,December,0,2016
Vikarabad,2017-12-01,December,0,2017
Vikarabad,2018-12-01,December,0,2018
Vikarabad,2019-12-01,December,0,2019
Vikarabad,2016-02-01,February,0,2016
Vikarabad,2017-02-01,February,0,2017
Vikarabad,2018-02-01,February,0,2018
Vikarabad,2019-02-01,February,0,2019
Vikarabad,2016-01-01,January,0,2016
Vikarabad,2017-01-01,January,0,2017
Vikarabad,2018-01-01,January,0,2018
Vikarabad,2019-01-01,January,0,2019
Vikarabad,2016-07-01,July,0,2016
Vikarabad,2017-07-01,July,0,2017
Vikarabad,2018-07-01,July,0,2018
Vikarabad,2019-07-01,July,0,2019
Vikarabad,2016-06-01,June,0,2016
Vikarabad,2017-06-01,June,0,2017
Vikarabad,2018-06-01,June,0,2018
Vikarabad,2019-06-01,June,0,2019
Vikarabad,2016-03-01,March,0,2016
Vikarabad,2017-03-01,March,0,2017
Vikarabad,2018-03-01,March,0,2018
Vikarabad,2019-03-01,March,0,2019
Vikarabad,2016-05-01,May,0,2016
Vikarabad,2017-05-01,May,0,2017
Vikarabad,2018-05-01,May,0,2018
Vikarabad,2019-05-01,May,0,2019
Vikarabad,2016-11-01,November,0,2016
Vikarabad,2017-11-01,November,0,2017
Vikarabad,2018-11-01,November,0,2018
Vikarabad,2019-11-01,November,0,2019
Vikarabad,2016-10-01,October,0,2016
Vikarabad,2017-10-01,October,0,2017
Vikarabad,2018-10-01,October,0,2018
Vikarabad,2019-10-01,October,0,2019
Vikarabad,2016-09-01,September,0,2016
Vikarabad,2017-09-01,September,0,2017
Vikarabad,2018-09-01,September,0,2018
Vikarabad,2019-09-01,September,0,2019
Wanaparthy,2016-04-01,April,0,2016
Wanaparthy,2018-04-01,April,10550,2018
Wanaparthy,2017-04-01,April,11502,2017
Wanaparthy,2019-04-01,April,23749,2019
Wanaparthy,2016-08-01,August,0,2016
Wanaparthy,2017-08-01,August,21375,2017
Wanaparthy,2018-08-01,August,35860,2018
Wanaparthy,2019-08-01,August,35860,2019
Wanaparthy,2016-12-01,December,20556,2016
Wanaparthy,2018-12-01,December,20556,2018
Wanaparthy,2019-12-01,December,20556,2019
Wanaparthy,2017-12-01,December,22152,2017
Wanaparthy,2016-02-01,February,0,2016
Wanaparthy,2018-02-01,February,22341,2018
Wanaparthy,2017-02-01,February,22342,2017
Wanaparthy,2019-02-01,February,22342,2019
Wanaparthy,2016-01-01,January,0,2016
Wanaparthy,2017-01-01,January,22152,2017
Wanaparthy,2018-01-01,January,28131,2018
Wanaparthy,2019-01-01,January,28131,2019
Wanaparthy,2016-07-01,July,0,2016
Wanaparthy,2017-07-01,July,19092,2017
Wanaparthy,2018-07-01,July,32625,2018
Wanaparthy,2019-07-01,July,32625,2019
Wanaparthy,2016-06-01,June,0,2016
Wanaparthy,2017-06-01,June,19092,2017
Wanaparthy,2018-06-01,June,19092,2018
Wanaparthy,2019-06-01,June,20050,2019
Wanaparthy,2016-03-01,March,0,2016
Wanaparthy,2017-03-01,March,20050,2017
Wanaparthy,2018-03-01,March,20050,2018
Wanaparthy,2019-03-01,March,20050,2019
Wanaparthy,2016-05-01,May,0,2016
Wanaparthy,2017-05-01,May,11502,2017
Wanaparthy,2018-05-01,May,11502,2018
Wanaparthy,2019-05-01,May,20010,2019
Wanaparthy,2016-11-01,November,18348,2016
Wanaparthy,2017-11-01,November,18348,2017
Wanaparthy,2018-11-01,November,32657,2018
Wanaparthy,2019-11-01,November,32657,2019
Wanaparthy,2016-10-01,October,21234,2016
Wanaparthy,2017-10-01,October,21234,2017
Wanaparthy,2018-10-01,October,21234,2018
Wanaparthy,2019-10-01,October,21234,2019
Wanaparthy,2016-09-01,September,0,2016
Wanaparthy,2019-09-01,September,21375,2019
Wanaparthy,2018-09-01,September,32002,2018
Wanaparthy,2017-09-01,September,35860,2017
Warangal (Rural),2016-04-01,April,0,2016
Warangal (Rural),2017-04-01,April,7600,2017
Warangal (Rural),2018-04-01,April,21600,2018
Warangal (Rural),2019-04-01,April,26900,2019
Warangal (Rural),2016-08-01,August,0,2016
Warangal (Rural),2017-08-01,August,13650,2017
Warangal (Rural),2018-08-01,August,25700,2018
Warangal (Rural),2019-08-01,August,31600,2019
Warangal (Rural),2016-12-01,December,5150,2016
Warangal (Rural),2017-12-01,December,21200,2017
Warangal (Rural),2018-12-01,December,30062,2018
Warangal (Rural),2019-12-01,December,32050,2019
Warangal (Rural),2016-02-01,February,0,2016
Warangal (Rural),2017-02-01,February,8300,2017
Warangal (Rural),2018-02-01,February,26300,2018
Warangal (Rural),2019-02-01,February,28800,2019
Warangal (Rural),2016-01-01,January,0,2016
Warangal (Rural),2017-01-01,January,8000,2017
Warangal (Rural),2018-01-01,January,25200,2018
Warangal (Rural),2019-01-01,January,28700,2019
Warangal (Rural),2016-07-01,July,0,2016
Warangal (Rural),2017-07-01,July,13600,2017
Warangal (Rural),2018-07-01,July,25900,2018
Warangal (Rural),2019-07-01,July,28600,2019
Warangal (Rural),2016-06-01,June,0,2016
Warangal (Rural),2017-06-01,June,9000,2017
Warangal (Rural),2018-06-01,June,23100,2018
Warangal (Rural),2019-06-01,June,27100,2019
Warangal (Rural),2016-03-01,March,0,2016
Warangal (Rural),2017-03-01,March,7800,2017
Warangal (Rural),2018-03-01,March,26200,2018
Warangal (Rural),2019-03-01,March,29000,2019
Warangal (Rural),2016-05-01,May,0,2016
Warangal (Rural),2017-05-01,May,8500,2017
Warangal (Rural),2018-05-01,May,22100,2018
Warangal (Rural),2019-05-01,May,24900,2019
Warangal (Rural),2016-11-01,November,6050,2016
Warangal (Rural),2017-11-01,November,16300,2017
Warangal (Rural),2018-11-01,November,24050,2018
Warangal (Rural),2019-11-01,November,32150,2019
Warangal (Rural),2016-10-01,October,8200,2016
Warangal (Rural),2017-10-01,October,16500,2017
Warangal (Rural),2018-10-01,October,26000,2018
Warangal (Rural),2019-10-01,October,31100,2019
Warangal (Rural),2016-09-01,September,0,2016
Warangal (Rural),2017-09-01,September,13800,2017
Warangal (Rural),2018-09-01,September,25800,2018
Warangal (Rural),2019-09-01,September,32600,2019
Warangal (Urban),2017-04-01,April,107133,2017
Warangal (Urban),2018-04-01,April,142510,2018
Warangal (Urban),2019-04-01,April,150425,2019
Warangal (Urban),2016-04-01,April,317643,2016
Warangal (Urban),2017-08-01,August,116810,2017
Warangal (Urban),2018-08-01,August,136760,2018
Warangal (Urban),2019-08-01,August,148030,2019
Warangal (Urban),2016-08-01,August,368755,2016
Warangal (Urban),2017-12-01,December,126790,2017
Warangal (Urban),2016-12-01,December,127500,2016
Warangal (Urban),2019-12-01,December,147700,2019
Warangal (Urban),2018-12-01,December,180643,2018
Warangal (Urban),2017-02-01,February,126608,2017
Warangal (Urban),2018-02-01,February,145750,2018
Warangal (Urban),2019-02-01,February,157755,2019
Warangal (Urban),2016-02-01,February,20703778,2016
Warangal (Urban),2017-01-01,January,130608,2017
Warangal (Urban),2018-01-01,January,137530,2018
Warangal (Urban),2019-01-01,January,151545,2019
Warangal (Urban),2016-01-01,January,1985815,2016
Warangal (Urban),2017-07-01,July,116545,2017
Warangal (Urban),2018-07-01,July,136560,2018
Warangal (Urban),2019-07-01,July,145440,2019
Warangal (Urban),2016-07-01,July,340320,2016
Warangal (Urban),2017-06-01,June,111530,2017
Warangal (Urban),2018-06-01,June,135615,2018
Warangal (Urban),2019-06-01,June,144400,2019
Warangal (Urban),2016-06-01,June,365332,2016
Warangal (Urban),2017-03-01,March,118298,2017
Warangal (Urban),2018-03-01,March,140300,2018
Warangal (Urban),2019-03-01,March,154305,2019
Warangal (Urban),2016-03-01,March,568397,2016
Warangal (Urban),2017-05-01,May,109915,2017
Warangal (Urban),2019-05-01,May,143230,2019
Warangal (Urban),2018-05-01,May,143425,2018
Warangal (Urban),2016-05-01,May,373788,2016
Warangal (Urban),2017-11-01,November,119360,2017
Warangal (Urban),2016-11-01,November,129250,2016
Warangal (Urban),2018-11-01,November,144515,2018
Warangal (Urban),2019-11-01,November,153880,2019
Warangal (Urban),2017-10-01,October,119255,2017
Warangal (Urban),2016-10-01,October,128247,2016
Warangal (Urban),2018-10-01,October,140948,2018
Warangal (Urban),2019-10-01,October,147450,2019
Warangal (Urban),2017-09-01,September,117150,2017
Warangal (Urban),2018-09-01,September,138780,2018
Warangal (Urban),2019-09-01,September,151070,2019
Warangal (Urban),2016-09-01,September,379210,2016
Yadadri Bhongir,2016-04-01,April,0,2016
Yadadri Bhongir,2019-04-01,April,441150,2019
Yadadri Bhongir,2017-04-01,April,570000,2017
Yadadri Bhongir,2018-04-01,April,692370,2018
Yadadri Bhongir,2016-08-01,August,0,2016
Yadadri Bhongir,2019-08-01,August,389010,2019
Yadadri Bhongir,2018-08-01,August,526445,2018
Yadadri Bhongir,2017-08-01,August,680720,2017
Yadadri Bhongir,2016-12-01,December,462800,2016
Yadadri Bhongir,2019-12-01,December,477635,2019
Yadadri Bhongir,2017-12-01,December,481075,2017
Yadadri Bhongir,2018-12-01,December,606510,2018
Yadadri Bhongir,2016-02-01,February,0,2016
Yadadri Bhongir,2019-02-01,February,56525,2019
Yadadri Bhongir,2017-02-01,February,540500,2017
Yadadri Bhongir,2018-02-01,February,3073872,2018
Yadadri Bhongir,2016-01-01,January,0,2016
Yadadri Bhongir,2019-01-01,January,479293,2019
Yadadri Bhongir,2017-01-01,January,678000,2017
Yadadri Bhongir,2018-01-01,January,2016000,2018
Yadadri Bhongir,2016-07-01,July,0,2016
Yadadri Bhongir,2019-07-01,July,332770,2019
Yadadri Bhongir,2017-07-01,July,481240,2017
Yadadri Bhongir,2018-07-01,July,671156,2018
Yadadri Bhongir,2016-06-01,June,0,2016
Yadadri Bhongir,2019-06-01,June,370566,2019
Yadadri Bhongir,2018-06-01,June,577570,2018
Yadadri Bhongir,2017-06-01,June,685880,2017
Yadadri Bhongir,2016-03-01,March,0,2016
Yadadri Bhongir,2019-03-01,March,481923,2019
Yadadri Bhongir,2017-03-01,March,525588,2017
Yadadri Bhongir,2018-03-01,March,2836580,2018
Yadadri Bhongir,2016-05-01,May,0,2016
Yadadri Bhongir,2019-05-01,May,345790,2019
Yadadri Bhongir,2017-05-01,May,458700,2017
Yadadri Bhongir,2018-05-01,May,781842,2018
Yadadri Bhongir,2019-11-01,November,365990,2019
Yadadri Bhongir,2018-11-01,November,485208,2018
Yadadri Bhongir,2017-11-01,November,537600,2017
Yadadri Bhongir,2016-11-01,November,681000,2016
Yadadri Bhongir,2019-10-01,October,381860,2019
Yadadri Bhongir,2016-10-01,October,584800,2016
Yadadri Bhongir,2018-10-01,October,586475,2018
Yadadri Bhongir,2017-10-01,October,683500,2017
Yadadri Bhongir,2016-09-01,September,0,2016
Yadadri Bhongir,2019-09-01,September,366862,2019
Yadadri Bhongir,2017-09-01,September,678925,2017
Yadadri Bhongir,2018-09-01,September,819350,2018
